source_id@collection_memberships.#1@collection_memberships.#2@collection_memberships.#3@collection_memberships.#4@collection_memberships.#5@subscription.#1@subscription.#2@subscription.#3@subscription.#4@subscription.#5@Acronym@Administration@Asset_Classification@ONCO_ATC_Code@ATC_Level3@Black_Box@Company_HQ@Completion_Date@Current_Status@Drug_Description@Drug_Type@DynamicObjectID@ONCO_Full_Indication@Gender@ONCO_Hospital_Status@HTA_Decision_Date.RawValue@HTA_Decision_Date.Value@ICER_QALYs@Intervention@Intervention_Type@Length_Of_Trial@Level_Of_Reimbursement@Licensing_Status@Line_Of_Therapy@NCT_Code@No_Of_Patients@Official_Dosage@ONCO_Approval_Date.RawValue@ONCO_Approval_Date.Value@ONCO_Marketing_Date@ONCO_Orphan_Drug@Breakthrough_Therapy@ONCO_Start_Date@ONCO_Warnings@Other_IDs@ONCO_Parallel_Import@Patent_Expiration@Patient_Description@Patient_Profile@Patient_Profile_Age_Groups@Phase_Of_Trial@Portfolio_Pipeline_Status@ONCO_Regulatory_Submission_Date@Reimbursement_Guidance@Reimbursement_Plan@Results_Efficacy@Results_Safety_and_Adverse_Events@Sponsors@Study_Funded_By@ONCO_Therapeutic_Class@Type_Of_Therapy@API.#1@API.#2@API.#3@API.#4@API.#5@API_KEY@ONCO_Company.#1@ONCO_Company.#2@ONCO_Company.#3@ONCO_Company.#4@ONCO_Company.#5@ONCO_Company_KEY@Country_Clinical_Trial.#1@Country_Clinical_Trial.#2@Country_Clinical_Trial.#3@Country_Clinical_Trial.#4@Country_Clinical_Trial.#5@Country_Clinical_Trial_KEY@Disease_Area.#1@Disease_Area.#2@Disease_Area.#3@Disease_Area.#4@Disease_Area.#5@Disease_Area_KEY@Drug.#1@Drug.#2@Drug.#3@Drug.#4@Drug.#5@Drug_KEY@Drug_Class.#1@Drug_Class.#2@Drug_Class.#3@Drug_Class.#4@Drug_Class.#5@Drug_Class_KEY@Primary_Endpoint.#1@Primary_Endpoint.#2@Primary_Endpoint.#3@Primary_Endpoint.#4@Primary_Endpoint.#5@Secondary_Endpoints.#1@Secondary_Endpoints.#2@Secondary_Endpoints.#3@Secondary_Endpoints.#4@Secondary_Endpoints.#5@Stage_Of_Disease.#1@Stage_Of_Disease.#2@Stage_Of_Disease.#3@Stage_Of_Disease.#4@Stage_Of_Disease.#5@Trial_Design.#1@Trial_Design.#2@Trial_Design.#3@Trial_Design.#4@Trial_Design.#5@Assumption_value@Assumption_unit@ATC_Calculation_attempt@Average_Annual_Cost@Average_Cost_Per_Treatment_Cycle@Average_Duration_of_Use.Value@Average_Duration_of_Use.Unit@Average_Duration_of_Use.Comment@Average_Treatment_Cost.RawValue@Average_Treatment_Cost.Value@Cost_Per_Day@Number_of_Units@ONCO_Exchange_Rate@Factory_Price@Retail_Price@Wholesale_Price@PriceTimestamps.ManufacturerPriceDelta.TimeStamp@PriceTimestamps.ManufacturerPriceDelta.ValueChange@PriceTimestamps.ManufacturerPriceDelta.PercentageChange@PriceTimestamps.WholesalerPriceDelta.TimeStamp@PriceTimestamps.WholesalerPriceDelta.ValueChange@PriceTimestamps.WholesalerPriceDelta.PercentageChange@PriceTimestamps.RetailerPriceDelta.TimeStamp@PriceTimestamps.RetailerPriceDelta.ValueChange@PriceTimestamps.RetailerPriceDelta.PercentageChange@Price_Per_MG@Treatment_Phase_1.Cycle_Duration@Treatment_Phase_1.Cycle_Repetition@Treatment_Phase_1.Dosage_Unit@Treatment_Phase_1.Dosage_Value@Treatment_Phase_1.Treatment_Duration@Treatment_Phase_2.Cycle_Duration@Treatment_Phase_2.Cycle_Repetition@Treatment_Phase_2.Dosage_Unit@Treatment_Phase_2.Dosage_Value@Treatment_Phase_2.Treatment_Duration@Treatment_Phase_3.Cycle_Duration@Treatment_Phase_3.Cycle_Repetition@Treatment_Phase_3.Dosage_Unit@Treatment_Phase_3.Dosage_Value@Treatment_Phase_3.Treatment_Duration@Price_Date@ONCO_Price_per_Unit.RawValue@ONCO_Price_per_Unit.Value@Import_Id@Form@Currency@Active_Ingredients.Original.Active_Ingredient@Active_Ingredients.Original.Input_Language@Active_Ingredients.Original.Active_Ingredient_Translated@Active_Ingredients.Original.Volume@Active_Ingredients.Original.Volume_Unit@Active_Ingredients.Original.Dose@Active_Ingredients.Original.Dose_Unit@Active_Ingredients.Original.Strength@Active_Ingredients.Original.Strength_Unit@Active_Ingredients.Original.Strength_Comment@Active_Ingredients.Original.DDD@Active_Ingredients.Original.DDD_Unit@Active_Ingredients.Original.DDD_Comment@Active_Ingredients.Extracted.Active_Ingredient_Item.#1@Active_Ingredients.Extracted.Active_Ingredient_Item.#2@Active_Ingredients.Extracted.Active_Ingredient_Item.#3@Active_Ingredients.Extracted.Active_Ingredient_Item.#4@Active_Ingredients.Extracted.Active_Ingredient_Item.#5@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#1@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#2@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#3@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#4@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#5@Active_Ingredients.Extracted.Strength_Item.#1@Active_Ingredients.Extracted.Strength_Item.#2@Active_Ingredients.Extracted.Strength_Item.#3@Active_Ingredients.Extracted.Strength_Item.#4@Active_Ingredients.Extracted.Strength_Item.#5@Active_Ingredients.Extracted.Strength_CALC@Active_Ingredients.Extracted.Strength_unit@Active_Ingredients.Extracted.Strength_value@Active_Ingredients.Extracted.DDD@TimeStamp@geographic_location.#1.row_id@geographic_location.#1.name@geographic_location.#2.row_id@geographic_location.#2.name@geographic_location.#3.row_id@geographic_location.#3.name@geographic_location.#4.row_id@geographic_location.#4.name@geographic_location.#5.row_id@geographic_location.#5.name
14923503@Onco@@@@@@@@@@@The patients receive the IVIG calculated as 1g/kg/bodyweight per cycle (defined as every 21 days) until progression disease is noted. All patients are being followed for a period of 6 months after patient's withdrawal. SOURCE: clinical.trials.gov@@-@-@-@-@@@@@14923503@-@@-@-@@NO REVIEW@@@@-@-@-@NCT00294476@30@-@-@@@-@@7/1/2005@-@-@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@-@@@@@-||||@GAMMACAN@@@@@GAMMACAN||||@Israel@@@@@Israel|||||||||@Melanoma / Skin Cancer@Prostate Cancer@Colorectal Cancer@@@Melanoma / Skin Cancer|Prostate Cancer|Colorectal Cancer|||||||@GCAN-01@@@@@GCAN-01||||@Immunotherapy@@@@@Immunotherapy||||@RECIST@@@@@@@@@@METASTATIC@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14922486@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@ARM1; patients will receive ZK-Epo at a dose of 16mg/m2 as an intravenous infusion. Chemotherapy for recurrent breast cancer. ARM2; Patients will receive 22mg/m2 as intravenous infusion. 6 CYCLES.@@-@-@-@LEVERKUSEN, GERMANY@1/1/2009@@@@14922486@-@@-@-@@NO REVIEW@@@@-@-@-@NCT00313248@75@-@First Phase III trials planned for 2008.@@@-@@3/1/2006@-@91466, 307975@@-@-@@@II@II@@-@-@Completion due in January 2009. First Phase III trials planned for 2008.@-@@@@MONO@SAGOPILONE@@@@@SAGOPILONE||||@BAYER HEALTHCARE@@@@@BAYER HEALTHCARE||||@@@@@@|||||||||@Breast Cancer@@@@@Breast Cancer|||||||||@ZK-EPO@ZK-219477@@@@ZK-EPO|ZK-219477|||@Epothilone@@@@@Epothilone||||@RESPONSE RATE@@@@@@@@@@ADVANCED@@@@@NON-RANDOMISED@OPEN-LABEL@ACTIVE CONTROL@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14924718@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Somatuline Autogel administered every 4 weeks by injection@@-@-@-@PARIS, FRANCE@6/1/2009@@@@14924718@-@@-@-@@NO REVIEW@@@@-@-@FIRST-LINE@NCT00326469@30@-@-@@@-@@5/1/2006@-@-@@-@30 PATIENTS NOT ELIGIBLE FOR SURGERY OR CHEMO.@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@LANREOTIDE@@@@@LANREOTIDE||||@IPSEN@@@@@IPSEN||||@@@@@@|||||||||@Carcinoid / Neuroendocrine Tumour@@@@@Carcinoid / Neuroendocrine Tumour|||||||||@SOMATULINE AUTOGEL@@@@@SOMATULINE AUTOGEL||||@Somatostatin Analogue@@@@@Somatostatin Analogue||||@TIME TO PROGRESSION@@@@@@@@@@-@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@60, 90, 120MG@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14916568@Onco@@@@@300f1015ntsdm@@@@@@Gemzar/oxaliplatin plus Rituxan (R-GEMOX) for 4 cycles@@L01BC05@L01B@-@INDIANAPOLIS, INDIANA@@@Gemcitabine exhibits significant cytotoxicity activity against a variety of cultured murine and human tumour cells. It exhibits cell phase specificity, primarily killing cells undergoing DNA synthesis (S-phase) and under certain conditions blocking the progression of cells through the G1/S-phase boundary. In vitro the cytotoxic action of gemcitabine is both concentration and time dependent.@@14916568@CD20-positive large B-cell lymphoma@@-@-@@NO REVIEW@@@@-@-@-@NCT00169195@50@-@-@@@-@@@-@R-GEMOX  @@-@-@@@II@II@@-@-@Completion expected in January 2008.@-@@@@COMBO@GEMCITABINE HYDROCHLORIDE@OXALIPLATIN@@@@GEMCITABINE HYDROCHLORIDE|OXALIPLATIN|||@LILLY@@@@@LILLY||||@@@@@@|||||||||@Haematological Malignancy@Non-Hodgkin's Lymphoma@B-Cell Lymphoma@@@Haematological Malignancy|Non-Hodgkin's Lymphoma|B-Cell Lymphoma|||||||@GEMZAR@ELOXATIN@@@@GEMZAR|ELOXATIN|||@Anti-metabolite@Pyrimidine Analogue@@@@Anti-metabolite|Pyrimidine Analogue|||@RESPONSE RATE@COMPLETE RESPONSE@PARTIAL RESPONSE@@@PARTIAL RESPONSE@@@@@RELAPSED@REFRACTORY@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@EURO@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@85@France@@@@@@@@
14923495@Onco@@@@@@@@@@@Six subcutaneous injections at 3-week intervals.@@-@-@-@-@@@@@14923495@Stage III/IV NSCLC@@-@-@@NO REVIEW@@@@-@-@-@-@22@-@EMEA GRANTED ORPHAN DRUG DESIGNATION FOR VX-001 TO TREAT TERT-POSITIVE NSCLC IN HLA-A2-POSITIVE PATIENTS IN Q4 2007.@@@EMEA GRANTED ORPHAN DRUG DESIGNATION FOR VX-001 TO TREAT TERT-POSITIVE NSCLC IN HLA-A2-POSITIVE PATIENTS IN Q4 2007.@@@-@-@@-@-@@@I/II@II@@-@-@July 2007 JCO; 16 patients showed immune response after 2nd vaccination; overall survival was 30 months compared to 4.1 months on those who did not respond to vaccine. 8 patients showed SD lasting a median of 11.2 months.@-@@@@MONO@-@@@@@-||||@VAXON BIOTECH@@@@@VAXON BIOTECH||||@Greece@@@@@Greece|||||||||@NSCLC@@@@@NSCLC|||||||||@VX-001@@@@@VX-001||||@Telomerase Inhibitor@Vaccine@@@@Telomerase Inhibitor|Vaccine|||@OVERALL SURVIVAL@STABLE DISEASE@@@@@@@@@-@@@@@RANDOMISED@MULTI-CENTRE@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924220@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Oral clodronic acid or placebo combined with adjuvant therapy@@-@-@-@LEVERKUSEN, GERMANY@@@@@14924220@Primary breast cancer@@-@-@@NO REVIEW@@@@-@-@-@-@1069@-@MAY 2005 APPROVABLE LETTER REQUIRING FURTHER TRIAL DATA.@@@-@@@-@-@@-@-@@@-@III@@-@-@March 2006; data for 555 patients. Patients in the clodronic acid group achieved a reduction in bone turnover, with a 26% decrease in PINP serum levels, compared with an increase in PINP levels of 5% from baseline in the placebo group (p is less than. Baseline PINP values were identical in the 49 patients who developed bone metastases and the 499 patients who remained metastasis-free at one year. Of the women who developed metastases, PINP values were significantly higher at one year. In the Bonefos group, 55% achieved a response (more than 20% decrease in PINP levels) compared with 31% in the placebo group. Disease progression as defined by more than 20% increase in PINP levels was observed in 23% and 41% of the patients respectively.@-@@@@COMBO@CLODRONIC ACID@@@@@CLODRONIC ACID||||@BAYER HEALTHCARE@@@@@BAYER HEALTHCARE||||@@@@@@|||||||||@Breast Cancer@Bone Metastases@@@@Breast Cancer|Bone Metastases||||||||@BONEFOS@@@@@BONEFOS||||@Bisphosphonate@@@@@Bisphosphonate||||@RESPONSE RATE@PINP@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14924947@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@AMG-531 alone at different doses@@-@-@-@THOUSAND OAKS, CALIFORNIA@@@AMG 531 is being studied as a way to treat low platelet counts caused by chemotherapy. It binds to the thrombopoietin receptor and causes the bone marrow to make more platelets. @@14924947@Thrombocytopaeniac subjects with MDS@@-@-@@NO REVIEW@@@@-@-@-@NCT00303472@84@-@FDA orphan designation@@@FDA orphan designation@@1/1/2006@-@20050159@@-@-@@@I/II@II@@-@-@RESULTS PENDING@-@@@@MONO@ROMIPLOSTIM@@@@@ROMIPLOSTIM||||@AMGEN@@@@@AMGEN||||@@@@@@|||||||||@Haematological Malignancy@Myelodysplastic Syndrome@@@@Haematological Malignancy|Myelodysplastic Syndrome||||||||@AMG-531@@@@@AMG-531||||@Other@@@@@Other||||@SAFETY@@@@@@@@@@-@@@@@NON-RANDOMISED@OPEN-LABEL@SINGLE-ARM@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
16624585@Onco@@@@@300f1018ntsdm@@@@@@@@L01XE28@L01X@@BASEL, SWITZERLAND@@@Zykadia (ceritinib) is an oral, selective inhibitor of ALK.@@16624585@Indicated as monotherapy for the treatment of adult patients with ALK-positive locally advanced or metastatic non-small cell lung cancer (NSCLC) whose disease has progressed on or who are intolerant of crizotinib.@Both@NO@@@@@@@@@SECOND-LINE@@163@The recommended dose of ZYKADIA is 750 mg taken orally once daily at the same time each day. Continue treatment as long as the patient is deriving clinical benefit from therapy.@TGA, 31 March 2016@3/31/2016@2/1/2017@Yes@@@@@No@@@(ALK)-positive@ADULTS@I@APPROVED@@@PBS@@@@@@MONO@CERITINIB@@@@@CERITINIB||||@NOVARTIS@@@@@NOVARTIS||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@ZYKADIA@@@@@ZYKADIA||||@TK Inhibitor@@@@@TK Inhibitor||||@OVERALL RESPONSE RATE@DURATION OF RESPONSE@PROGRESSION-FREE SURVIVAL@@@@@@@@METASTATIC@@@@@MULTICENTER@SINGLE-ARM@OPEN-LABEL@@@1@1@50590.02032@@@7@month@7 month@50590.02@50590.02@237.61@150@0.779@7128.3@7276.18@7198.24@@@@@@@@@@0.32@1@@mg@750@1@@@@@@@@@@@8/1/2017@47.52@47.52@3714-0482-GE-NV@HARD CAPSULE@A$@@@@@@@@150@MG@150 MG@@@@@@@@@@@@@@@@@@@@@@@@23@Australia@@@@@@@@
16408064@Onco@@@@@@@@@@@Nivolumab and Ipilimumab Combination, Active Comparator, Nivolumab and Ipilimumab CombinationNivolumab and BMS-986016 Combination, Experimental, Nivolumab and BMS-986016 Combination@@L01XC17@L01X@@NEW YORK, NEW YORK@11/1/2021@@Nivolumab is an investigational, fully-human IgG4 anti-PD-1 receptor blocking monoclonal antibody that binds to the checkpoint receptor PD-1 (programmed death-1) expressed on activated T cells. Nivolumab inhibits the binding of PD-1 with its tumor-express@@16408064@A Phase 2, Fast Real-time Assessment of Combination Therapies in Immuno-ONcology Study in Participants With Advanced Gastric Cancer (FRACTION-Gastric Cancer)@Both@@@@@@@@@@FIRST-LINE@NCT02935634@910@@@@@@@11/1/2016@@CA018-003@@@For more information regarding Bristol-Myers Squibb Clinical Trial participation, please visit www.BMSStudyConnect.com    -  Advanced Gastric Cancer  -  Must have full activity or, if limited, must be able to walk and carry out light activities such as light house work or office work  -  Must have at least 1 lesion with measurable disease@@ADULTS@Phase 2@II@@@@@@@@@COMBO@NIVOLUMAB@IPILIMUMAB@@@@NIVOLUMAB|IPILIMUMAB|||@BRISTOL-MYERS SQUIBB@@@@@BRISTOL-MYERS SQUIBB||||@@@@@@|||||||||@GIST@@@@@GIST|||||||||@OPDIVO@YERVOY@@@@OPDIVO|YERVOY|||@PD-1 Inhibitor@@@@@PD-1 Inhibitor||||@Objective Response Rate (ORR)@Duration of Response (DOR)@Progression-free Survival Rate (PFSR)@@@Incidence of Adverse Events (AEs)@Incidence of Serious Adverse Events (SAEs)@@@@ADVANCED@@@@@Randomized@Safety/Efficacy Study@Parallel Assignment@Open Label@Treatment@@@Invalid Factory Price@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924522@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Ixabepilone administered at 6mg/m2 for 5 consecutive days every 2 weeks.@@L01C@L01C@-@NEW YORK, NEW YORK@@@Ixabepilone is a microtubule inhibitor belonging to a class of antineoplastic agents, the epothilones and their analogs. The epothilones are isolated from the myxobacterium Sorangium cellulosum. Ixabepilone is a semisynthetic analog of epothilone B, a 16-membered polyketide macrolide, with a chemically modified lactam substitution for the naturally existing lactone. Ixabepilone is a semi-synthetic analog of epothilone B. Ixabepilone binds directly to ß-tubulin subunits on microtubules, leading to suppression of microtubule dynamics. Ixabepilone suppresses the dynamic instability of  ß-II and  ß-III microtubules. Ixabepilone possesses low in vitro susceptibility to multiple tumor resistance mechanisms including efflux transporters, such as MRP-1 and P-glycoprotein (P-gp). Ixabepilone blocks cells in the mitotic phase of the cell division cycle, leading to cell death.@@14924522@Metastatic renal cell carcinoma@@-@-@@NO REVIEW@@@@-@-@-@-@54@-@-@@@-@@@-@-@@-@-@@@II@II@@-@-@ASCO May 2004; 8 patients (15%) achieved partial responses and 7 had minor or mixed responses.@-@@@@MONO@IXABEPILONE@@@@@IXABEPILONE||||@BMS@@@@@BMS||||@@@@@@|||||||||@Kidney Cancer@@@@@Kidney Cancer|||||||||@IXEMPRA@BMS-247550@@@@IXEMPRA|BMS-247550|||@Epothilone@@@@@Epothilone||||@RESPONSE RATE@@@@@@@@@@METASTATIC@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@INJECTION@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14921518@Onco@@@@@300f1008ntsdm@@@@@@N/A@@-@-@-@TOKYO, JAPAN@@@@@14921518@-@@-@-@@NO REVIEW@@@@-@Acquired through takeover of MGI Pharma@-@NCT00280397@30@-@"Filing delayed as company had planned to submit accelerated Subpart H approval based on Phase II data but FDA approved another drug for the specific indication in October 2007 which precludes Eisai from doing this. Eisai now anticipates a filing in 2009/2010 with results from Study 301 (second-line breast cancer) and Study 305 (third-line breast cancer) in Phase III development.FILING FOR SUBPART H ACCELERATED APPROVAL DUE IN DECEMBER 2007 AS A THIRD-LINE BREAST CANCER TREATMENT"@@@-@@1/1/2006@-@E7080-J081-103@@-@-@@@I@I@@-@@RESULTS PENDING@-@@@@MONO@-@@@@@-||||@EISAI@MGI PHARMA@@@@EISAI|MGI PHARMA|||@@@@@@|||||||||@Solid Tumours@@@@@Solid Tumours|||||||||@E-7080@@@@@E-7080||||@TK Inhibitor@VEGF@Angiogenesis Inhibitor@@@TK Inhibitor|VEGF|Angiogenesis Inhibitor||@MAXIMUM TOLERATED DOSE@@@@@@@@@@-@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@YEN@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@2017-09-15T09:28:17.5370353Z@121@Japan@@@@@@@@
14923751@Onco@@@@@300f1037ntsdm@@@@@@Neadjuvant chemotherapeutic treatment (XELOX) followed by chemoradiotherapy (XELOX/RT) and surgery versus chemoradiotherapy followed by surgery and chemotherapy@@L01XA03@L01X@-@PARIS, FRANCE@@@Eloxatin is an antineoplastic agent which is an organoplatinum complex in which the platinum atom is complexed with 1,2-DACH and with an oxalate ligand as a leaving group. It undergoes non-enzymatic conversion in physiologic solutions to active derivatives via displacement of the labil oxalate ligand. Several transient reactive species are formed, including monoaquo and diaquo DACH platinum, which covalently bind with macromolecules. Both inter- and intrastrand Pt-DNA crosslinks are formed. These crosslinks inhibit DNA replication and transcription. Cytotoxicity is cell-cycle nonspecific.@@14923751@Rectal neoplasms@@-@-@@NO REVIEW@@@@-@sanofi-aventis licensed U.S. and European rights from Debiopharm.@FIRST-LINE@NCT00421824@108@-@-@@@-@@5/1/2006@-@-@@-@108 patients with high risk rectal cancer@@@II@II@@-@-@-@-@@@@COMBO@OXALIPLATIN@@@@@OXALIPLATIN||||@SANOFI-AVENTIS@@@@@SANOFI-AVENTIS||||@@@@@@|||||||||@Colorectal Cancer@@@@@Colorectal Cancer|||||||||@ELOXATIN@XELOX@@@@ELOXATIN|XELOX|||@Platinum@@@@@Platinum||||@RESPONSE RATE@@@@@@@@@@-@@@@@RANDOMISED@OPEN-LABEL@ACTIVE CONTROL@PARALLEL ASSIGNMENT@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@EURO@@@@@@@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@217@Spain@@@@@@@@
16667511@Onco@@@@@@@@@@@"Venetoclax + Low Dose Cytarabine (LDAC), Experimental, Venetoclax 600 mg orally every day (QD) QD on Days 1 - 28 plus LDAC 20 mg/m^2 subcutaneously QD on Days 1 - 10 (28 day cycle)Placebo + LDAC, Placebo Comparator, Matching Placebo for Venetoclax 600 mg orally QD on Days 1 - 28 plus LDAC 20 mg/m^2 subcutaneous QD on Days 1 - 10 (28 day cycle)"@@L01XX52@L01X@@@1/1/2022@@@@16667511@A Randomized, Double-Blind, Placebo Controlled Study of Venetoclax Co-Administered With Low Dose Cytarabine Versus Low Dose Cytarabine in Treatment Naïve Patients With Acute Myeloid Leukemia Who Are Ineligible for Intensive Chemotherapy@Both@@@@@tablet@@@@@FIRST-LINE@NCT03069352@175@@@@@@@@@M16-043@@@Participants must have histological confirmation of Acute Myeloid Leukemia (AML) by World Health Organization (WHO) criteria, is ineligible for intensive induction chemotherapy.  -  Participants must have adequate renal and liver function.@@ADULTS@Phase 3@III@@@@@@@@@COMBO@VENETOCLAX@CYTARABINE@@@@VENETOCLAX|CYTARABINE|||@ABBVIE@@@@@ABBVIE||||@@@@@@|||||||||@Haematological Malignancy@Acute Myeloid Leukaemia@@@@Haematological Malignancy|Acute Myeloid Leukaemia||||||||@VENCLEXTA@GENERIC@@@@VENCLEXTA|GENERIC|||@Other@@@@@Other||||@Overall survival (OS)@@@@@Percentage of participants with complete remission (CR) or complete remission with incomplete marrow recovery (CRi)@Event-free survival (EFS)@@@@@@@@@@@@@@@@Invalid Factory Price@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
16398906@Onco@@@@@@@@@@@"Drug: BAL101553, Experimental, "@@@@@SWITZERLAND@12/1/2018@@@@16398906@An Open-label Phase 1/2a Study of BAL101553 Administered as Intravenous 48-hour Infusions in Adult Patients With Advanced Solid Tumors@Both@@@@@48-hour intravenous infusion at MTD. Oral capsule daily for one week during Cycle 2, dose calculated based on PK modeling@@@@@FIRST-LINE@NCT02895360@82@@@@@@@8/1/2016@@CDI-CS-003@@@- Age ≥ 18 years  -Patients with either histologically or cytologically confirmed advanced or recurrent solid tumor, who failed standard therapy or for whom no effective standard therapy is available.  - Measurable tumor disease (according to Response Eva@@ADULTS@Phase 1/Phase 2@I/II@@@@@@@@@MONO@BAL101553@@@@@BAL101553||||@BASILEA PHARMACEUTICA@@@@@BASILEA PHARMACEUTICA||||@Switzerland@@@@@Switzerland|||||||||@Solid Tumours@@@@@Solid Tumours|||||||||@-@@@@@-||||@Other@@@@@Other||||@To determine the maximum tolerated dose and characterize dose limiting toxicities of BAL101553 based on the number of participants with adverse effects as measure of tolerability at various dose levels@@@@@To evaluate safety and tolerability of BAL101553 treatment based on the number of participants with adverse events at various dose levels@To evaluate safety and tolerability of BAL101553 treatment based on the number of participants with safety laboratory changes versus baseline@@@@ADVANCED@@@@@SAFETY/EFFICACY STUDY@SINGLE GROUP ASSIGNMENT@OPEN LABEL@TREATMENT@@@@Invalid Factory Price@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
